id;city_id;type_id;total_area;rooms;ceiling_height;floors_total;living_area;floor;is_apartment;open_plan;kitchen_area;balcony;airports_nearest;parks_around3000;ponds_around3000
0;6X8I;F8EM;108;3;27;16;51;8;0;0;25;;18863;1;2
1;FMVZ;IZIQ;404;1;;11;186;1;0;0;11;2;12817;0;0
2;6X8I;F8EM;56;2;;5;343;4;0;0;83;0;21741;1;2
3;6X8I;F8EM;159;3;;14;;9;0;0;;0;28098;2;3
4;6X8I;F8EM;100;2;303;14;32;13;0;0;41;;31856;2;1
5;IVEB;LVBX;304;1;;12;144;5;0;0;91;;;;
6;4T1U;IZIQ;373;1;;26;106;6;0;0;144;1;52996;0;0
7;6X8I;F8EM;716;2;;24;;22;0;0;189;2;23982;0;0
8;187Y;IZIQ;3316;1;;27;1543;26;0;0;881;;;;
9;6X8I;F8EM;61;3;25;9;436;7;0;0;65;2;50898;0;0
10;6X8I;F8EM;396;1;267;12;203;3;0;0;85;;38357;1;2
11;3I7C;F8EM;44;2;;5;31;4;0;0;6;1;48252;0;0
12;3SXT;F8EM;54;2;;5;30;5;0;0;9;0;;;
13;YVBQ;F8EM;428;2;256;5;27;5;0;0;52;1;37868;1;3
14;VLGF;F8EM;36;1;;6;17;1;0;0;8;0;20782;0;1
15;6X8I;F8EM;39;1;;14;205;5;0;0;76;1;12900;1;1
16;6X8I;F8EM;82;3;305;5;556;1;0;0;9;;22108;3;0
17;6X8I;F8EM;36;1;;17;165;7;0;0;11;1;33564;0;1
18;6X8I;F8EM;31;1;25;5;194;2;0;0;56;1;44060;1;0
19;6X8I;F8EM;121;3;275;16;76;8;0;0;12;;38900;0;0
20;4T1U;IZIQ;80;3;27;27;48;11;0;0;12;2;53134;0;0
21;6X8I;F8EM;316;1;;5;169;2;0;0;57;1;36064;1;0
22;4KU1;9N9J;58;2;275;25;30;15;0;0;11;2;;;
23;6X8I;F8EM;32;1;26;9;177;9;0;0;61;;15414;2;1
24;6X8I;F8EM;972;2;;3;465;1;0;0;196;0;20052;3;3
25;6X8I;F8EM;76;2;275;23;39;18;0;0;15;2;34967;0;1
26;6X8I;F8EM;60;4;;5;43;4;0;0;7;;11580;0;1
27;6X8I;F8EM;70;3;26;17;49;11;0;0;92;0;29197;2;1
28;VLGF;F8EM;44;1;29;6;208;1;0;0;117;1;18557;0;1
29;6X8I;F8EM;100;3;;19;52;15;0;0;11;0;30394;1;1
30;T0TI;F8EM;328;1;;9;;2;0;0;;;;;
31;6X8I;F8EM;679;2;28;16;381;4;0;0;134;2;32888;0;0
32;6X8I;F8EM;60;3;;5;39;4;0;0;6;0;11349;0;1
33;FJEG;F8EM;73;4;;9;516;5;0;0;65;;26535;0;0
34;6X8I;F8EM;33;1;255;16;14;3;0;0;8;;13943;0;0
35;6X8I;F8EM;149;5;;5;104;4;0;0;17;;23670;0;1
36;6X8I;F8EM;45;2;;9;27;9;0;0;63;2;49574;1;0
37;0OVA;EQUI;458;2;25;5;;1;0;0;;;;;
38;187Y;IZIQ;40;1;275;18;163;9;0;0;116;;;;
39;6X8I;F8EM;544;2;275;9;297;2;0;0;88;2;13413;0;1
40;4T1U;IZIQ;36;1;26;26;15;22;0;0;10;2;52996;0;0
41;6X8I;F8EM;74;3;;14;59;8;0;0;12;5;37715;1;1
42;YVBQ;F8EM;1618;4;28;4;809;2;0;0;176;5;35416;2;1
43;6X8I;F8EM;48;2;3;4;28;4;0;0;75;;15016;0;1
44;6X8I;F8EM;40;1;;22;;3;0;0;;1;30471;1;1
45;6X8I;F8EM;506;2;265;9;303;7;0;0;7;;30011;0;0
46;6X8I;F8EM;521;2;26;24;297;9;0;0;83;2;15114;0;0
47;R9I0;F8EM;561;3;;4;425;3;0;0;57;1;;;
48;6X8I;F8EM;3383;1;;24;1535;6;0;0;95;;21460;0;1
49;6X8I;F8EM;308;1;25;9;18;7;0;0;6;;45341;1;0
50;VLGF;F8EM;482;1;27;5;254;4;0;0;9;1;19841;1;3
51;6X8I;F8EM;161;3;32;8;38;4;0;0;50;;32537;0;3
52;6X8I;F8EM;136;6;3;2;94;2;0;0;11;1;16510;1;0
53;4T1U;IZIQ;391;1;;25;154;13;0;0;155;2;52611;0;0
54;6X8I;F8EM;365;1;;24;14;6;0;0;12;0;33331;0;0
55;6X8I;F8EM;588;2;26;10;337;9;0;0;107;;10643;0;1
56;6X8I;F8EM;41;1;28;7;181;4;0;0;111;2;13772;1;1
57;FMVZ;IZIQ;45;1;;25;17;10;0;0;12;;13097;0;1
58;6X8I;F8EM;33;1;26;9;19;5;0;0;7;;12988;0;2
59;6X8I;F8EM;465;1;;13;;13;0;0;;;11125;0;0
60;187Y;IZIQ;35;1;;12;;8;0;0;;;;;
61;6X8I;F8EM;74;2;;4;43;4;0;0;20;;22568;1;0
62;3SXT;F8EM;786;3;28;9;488;5;0;0;119;2;;;
63;6X8I;F8EM;118;3;3;9;68;7;0;0;16;;26055;1;1
64;R9I0;F8EM;443;2;25;5;29;5;0;0;53;;;;
65;6X8I;F8EM;57;3;25;5;39;2;0;0;7;;35361;0;0
66;187Y;IZIQ;34;1;26;17;174;8;0;0;115;2;;;
67;3I7C;F8EM;31;1;25;5;154;4;0;0;72;;47675;0;2
68;E836;9N9J;74;3;28;5;44;1;0;0;8;2;;;
69;0SI2;F8EM;507;2;26;5;289;5;0;0;9;2;;;
70;6X8I;F8EM;30;1;;5;16;1;0;0;7;;39053;1;0
71;6X8I;F8EM;575;3;25;9;39;8;0;0;62;;33623;1;1
72;IQ4Z;F8EM;55;2;27;3;355;2;0;0;75;1;68258;3;3
73;4T1U;IZIQ;738;3;;10;448;1;0;0;104;0;53817;0;3
74;FJEG;F8EM;34;1;25;9;19;8;0;0;71;;26765;1;1
75;6X8I;F8EM;44;2;27;23;21;19;0;0;15;2;15749;0;0
76;A7AP;F8EM;551;3;26;5;384;1;0;0;49;;;;
77;6X8I;F8EM;621;3;255;5;435;1;0;0;73;0;19646;1;2
78;6X8I;F8EM;37;1;;19;18;6;0;0;107;;34324;0;0
79;A7AP;F8EM;557;3;25;4;426;4;0;0;7;;;;
80;TXOA;9N9J;791;3;3;15;4523;1;0;0;1195;1;;;
81;6X8I;F8EM;68;1;;10;;6;0;0;;;;;
82;FMVZ;IZIQ;805;3;;25;;16;0;0;;;12430;0;0
83;4T1U;IZIQ;414;1;27;25;165;20;0;0;102;;53554;0;0
84;A7AP;F8EM;439;2;;2;2746;1;0;0;52;;;;
85;6X8I;F8EM;463;2;3;5;278;5;0;0;8;;13334;0;1
86;24KS;IZIQ;63;2;;11;36;3;0;0;9;2;26128;0;0
87;6X8I;F8EM;52;2;261;9;30;6;0;0;9;2;12444;0;1
88;4UT1;EQUI;331;1;;5;184;1;0;0;64;;;;
89;23CI;EQUI;63;3;25;5;43;4;0;0;9;;;;
90;6X8I;F8EM;677;3;;9;40;4;0;0;8;1;32668;0;0
91;H3PW;IZIQ;54;2;;3;28;1;0;0;85;0;;;
92;WVV2;EQUI;72;2;;12;45;4;0;0;10;;;;
93;6X8I;F8EM;404;1;275;9;20;7;0;0;10;1;32574;1;0
94;6X8I;F8EM;295;1;25;5;156;2;0;0;55;1;12921;0;0
95;6X8I;F8EM;47;2;275;9;281;9;0;0;7;2;10142;2;1
96;6X8I;F8EM;783;3;25;15;51;9;0;0;11;;52108;0;1
97;0SI2;F8EM;146;4;;2;77;2;0;0;13;;;;
98;6X8I;F8EM;80;3;;5;551;3;0;0;11;0;11248;1;0
99;6X8I;F8EM;90;4;;5;67;2;0;0;8;;23277;0;0
100;6X8I;F8EM;386;1;;9;18;6;0;0;84;2;36450;0;0
101;3CZ4;N8E6;37;1;275;10;12;3;0;0;13;;;;
102;6X8I;F8EM;33;1;;14;18;2;0;0;62;1;49214;0;0
103;6X8I;F8EM;35;1;27;25;17;9;0;0;9;;42499;0;0
104;6X8I;F8EM;772;4;26;9;61;1;0;0;6;;12403;0;1
105;6X8I;F8EM;32;1;;25;15;5;0;0;9;;52480;0;1
106;6X8I;F8EM;1241;5;32;4;794;3;0;0;20;0;26825;1;0
107;6823;F8EM;101;4;3;3;73;3;0;0;9;1;20746;3;3
108;6X8I;F8EM;80;3;255;10;46;7;0;0;11;1;35958;0;0
109;VLGF;F8EM;625;2;;5;355;5;0;0;95;;14517;1;0
110;R8HW;9N9J;723;2;;3;274;2;0;0;236;0;;;
111;6X8I;F8EM;40;1;;6;18;1;0;0;10;0;20062;1;0
112;Y04Q;F8EM;333;1;255;9;19;3;0;0;7;2;;;
113;4T1U;IZIQ;78;3;;27;454;27;0;0;108;2;53134;0;0
114;6X8I;F8EM;214;1;29;8;83;7;0;0;63;;27089;2;1
115;6X8I;F8EM;42;2;;5;27;4;0;0;65;;43019;0;0
116;6X8I;F8EM;972;3;25;16;;16;0;0;183;5;19426;0;2
117;6X8I;F8EM;847;3;32;5;559;4;0;0;84;1;37889;1;0
118;6X8I;F8EM;31;1;25;9;17;4;0;0;5;;35445;0;2
119;6X8I;F8EM;67;3;;6;425;2;0;0;82;2;37836;1;1
120;IQ4Z;F8EM;309;1;275;5;167;1;0;0;6;;68997;1;2
121;6X8I;F8EM;180;3;29;9;86;8;0;0;24;4;25689;1;0
122;S4Y8;F8EM;60;2;25;5;315;2;0;0;9;2;;;
123;6X8I;F8EM;48;1;;22;14;5;0;0;238;;16951;0;1
124;6X8I;F8EM;878;3;;12;451;3;0;0;24;1;32746;0;1
125;6X8I;F8EM;659;3;255;9;485;8;0;0;63;;44855;0;0
126;VLGF;F8EM;51;2;;5;305;1;0;0;66;;17974;1;1
127;6X8I;F8EM;55;2;25;11;319;3;0;0;83;;31398;0;0
128;3I7C;F8EM;31;1;275;3;195;1;0;0;5;;48649;0;2
129;6X8I;F8EM;32;1;25;9;18;3;0;0;8;;49587;1;0
130;ZYPN;F8EM;49;2;28;8;31;8;0;0;6;2;;;
131;O5K1;F8EM;711;3;25;5;419;4;0;0;9;2;;;
132;YVBQ;F8EM;33;1;25;9;19;7;0;0;6;;45332;0;0
133;187Y;IZIQ;31;1;;25;;6;0;0;;;;;
134;6X8I;F8EM;337;1;265;17;151;3;0;0;73;;35452;0;1
135;E66G;F8EM;48;1;325;5;205;1;0;0;17;;57998;0;2
136;6X8I;F8EM;518;2;345;6;256;2;0;0;73;1;20502;2;1
137;6X8I;F8EM;851;2;27;10;3152;5;0;0;2685;1;31460;1;3
138;6X8I;F8EM;40;2;;3;29;2;0;0;6;;23371;0;2
139;WVV2;EQUI;31;1;25;5;17;3;0;0;55;1;;;
140;VLGF;F8EM;1057;2;27;3;484;1;0;0;154;;14352;3;3
141;6X8I;F8EM;326;1;;5;185;5;0;0;55;;24764;0;0
142;MY8E;9N9J;862;3;275;12;496;9;0;0;17;1;;;
143;6X8I;F8EM;30;1;25;9;20;9;0;0;56;0;30067;0;1
144;187Y;IZIQ;27;0;;24;155;2;0;0;;2;;;
145;6X8I;F8EM;77;2;277;16;40;5;0;0;10;1;30012;0;1
146;E66G;F8EM;536;2;255;10;292;10;0;0;78;1;60883;1;2
147;6X8I;F8EM;1796;5;285;25;972;25;0;0;338;2;19424;0;1
148;6X8I;F8EM;355;1;265;25;17;20;0;0;9;;36688;0;2
149;6X8I;F8EM;53;2;265;12;315;6;0;0;76;;10128;2;1
150;6X8I;F8EM;45;2;;5;29;3;0;0;6;;39793;0;0
151;2CQ7;IZIQ;449;2;;5;28;3;0;0;54;1;;;
152;6X8I;F8EM;8122;3;264;24;429;10;0;0;1272;1;17755;0;1
153;YVBQ;F8EM;55;2;257;9;312;2;0;0;83;0;45958;1;0
154;6X8I;F8EM;80;3;415;3;442;2;0;0;122;;20562;2;1
155;6X8I;F8EM;317;4;35;3;183;3;0;0;;1;22673;2;3
156;6X8I;F8EM;80;2;275;22;34;19;0;0;19;2;34967;0;1
157;6X8I;F8EM;7575;2;27;22;4061;3;0;0;15;2;51531;0;0
158;IVEB;LVBX;473;2;;5;275;2;0;0;85;;;;
159;6X8I;F8EM;66;3;3;4;378;4;0;0;11;;26235;0;1
160;FMVZ;IZIQ;419;1;;7;154;7;0;0;124;2;18240;0;1
161;6X8I;F8EM;429;1;275;23;189;8;0;0;79;1;43269;1;0
162;6X8I;F8EM;66;3;25;9;48;9;0;0;63;;45589;1;0
163;6X8I;F8EM;674;3;265;17;401;6;0;0;103;1;33745;0;1
164;JTQH;EQUI;403;2;;3;;1;0;0;;2;;;
165;E66G;F8EM;602;2;25;4;;2;0;0;102;;54526;0;0
166;VVDT;IZIQ;60;2;;3;;1;0;0;;;;;
167;6X8I;F8EM;351;1;275;23;159;1;0;0;98;;22314;0;1
168;OK3M;9N9J;73;3;;5;434;5;0;0;84;;;;
169;6X8I;F8EM;85;3;28;17;518;17;0;0;175;0;16057;0;0
170;4ETD;IZIQ;735;3;26;5;46;5;0;0;8;;;;
171;FMVZ;IZIQ;49;2;25;9;38;8;0;0;10;1;18471;0;0
172;23CI;EQUI;733;3;25;5;474;3;0;0;83;2;;;
173;6X8I;F8EM;979;3;275;16;577;3;0;0;147;1;14069;0;0
174;R9I0;F8EM;316;1;;5;175;4;0;0;55;1;;;
175;BQCG;IZIQ;52;2;26;5;31;3;0;0;10;1;;;
176;6X8I;F8EM;5256;1;;24;1536;2;0;0;2091;;43396;0;0
177;6X8I;F8EM;1549;4;33;16;8911;3;0;0;213;;37434;1;2
178;6X8I;F8EM;153;4;271;10;894;10;0;0;;1;52130;0;2
179;6X8I;F8EM;1087;3;4;5;724;5;0;0;8;;23017;1;0
180;6X8I;F8EM;317;1;25;5;179;2;0;0;56;2;10709;0;0
181;6X8I;F8EM;718;3;3;5;387;1;0;0;12;;22036;0;1
182;R27I;F8EM;60;3;25;5;441;1;0;0;6;;26090;0;0
183;HJEX;IZIQ;438;2;27;5;277;2;0;0;55;0;31458;0;0
184;6X8I;F8EM;302;1;265;9;261;5;0;0;62;;13952;0;1
185;6X8I;F8EM;499;1;3;16;189;14;0;0;106;;12114;1;1
186;6X8I;F8EM;652;2;;;308;4;0;0;12;;39197;1;0
187;6X8I;F8EM;523;2;;12;298;4;0;0;109;;32794;0;0
188;6X8I;F8EM;385;1;25;12;185;5;0;0;;;49065;1;0
189;6X8I;F8EM;62;3;;9;415;5;0;0;85;2;41954;1;0
190;6X8I;F8EM;628;3;;9;397;2;0;0;97;0;12988;0;2
191;6X8I;F8EM;558;3;25;9;38;2;0;0;77;2;19386;0;0
192;187Y;IZIQ;394;1;;24;192;9;0;0;11;0;;;
193;6X8I;F8EM;838;4;247;9;559;9;0;0;98;1;30352;0;1
194;6X8I;F8EM;85;3;27;10;50;1;0;0;11;;15923;0;1
195;6X8I;F8EM;60;3;;9;;4;0;0;;0;52072;1;3
196;6X8I;F8EM;57;1;;5;20;5;0;0;16;0;17462;1;2
197;W0ZR;F8EM;46;2;;5;;2;0;0;;1;;;
198;Y04Q;F8EM;35;1;27;17;161;17;0;0;83;2;;;
199;187Y;IZIQ;374;1;273;12;17;4;0;0;;;;;
200;3I7C;F8EM;983;3;284;13;603;11;0;0;125;1;48910;0;2
201;6X8I;F8EM;1231;6;32;5;89;2;0;0;11;;26009;2;0
202;6X8I;F8EM;67;3;27;9;434;1;0;0;88;2;15361;0;0
203;6X8I;F8EM;341;1;27;25;1447;12;0;0;104;0;18488;0;0
204;3I7C;F8EM;442;2;25;9;27;3;0;0;63;2;46926;0;1
205;HJEX;IZIQ;306;1;256;5;174;4;0;0;57;;31366;0;0
206;6X8I;F8EM;313;1;25;7;16;4;0;0;76;1;27753;1;1
207;6X8I;F8EM;726;2;29;5;432;4;0;0;114;;22794;2;3
208;WBH1;9N9J;425;1;26;5;172;5;0;0;84;;;;
209;6X8I;F8EM;45;2;25;9;274;4;0;0;86;;42566;0;0
210;FMVZ;IZIQ;585;2;;9;2873;7;0;0;1124;1;18309;0;1
211;6X8I;F8EM;54;2;277;18;31;10;0;0;11;;7659;0;0
212;6X8I;F8EM;82;3;;23;47;9;0;0;13;1;9655;1;1
213;6X8I;F8EM;1114;4;31;4;732;2;0;0;141;;20936;1;3
214;6X8I;F8EM;5041;2;25;9;311;8;0;0;7;1;41954;1;0
215;Y04Q;F8EM;67;3;27;9;422;8;0;0;55;;;;
216;6X8I;F8EM;656;2;255;10;367;10;0;0;109;2;11657;1;1
217;6X8I;F8EM;79;4;26;9;553;6;0;0;10;1;49666;0;0
218;6X8I;F8EM;35;1;27;17;16;15;0;0;98;1;36237;0;0
219;6X8I;F8EM;587;1;;7;17;3;0;0;157;;24102;1;0
220;6X8I;F8EM;37;1;25;25;28;6;0;0;9;;25408;0;0
221;6823;F8EM;43;2;;4;28;1;0;0;6;;19775;2;1
222;6X8I;F8EM;596;2;;25;3148;17;0;0;1329;;43074;0;0
223;3XN0;9N9J;354;1;26;5;182;1;0;0;98;;;;
224;Y04Q;F8EM;614;2;;16;34;8;0;0;14;0;;;
225;Y04Q;F8EM;589;2;26;5;315;3;0;0;129;1;;;
226;6X8I;F8EM;864;4;;3;527;1;0;0;127;;31729;0;0
227;N6YS;IZIQ;47;3;234;5;;1;0;0;;;;;
228;Y04Q;F8EM;46;1;277;4;193;3;0;0;11;;;;
229;6X8I;F8EM;743;3;;24;419;3;0;0;165;;43820;0;0
230;6X8I;F8EM;343;1;;11;1473;7;0;0;936;;22425;0;2
231;6X8I;F8EM;569;3;;9;388;8;0;0;62;2;32350;0;0
232;6X8I;F8EM;422;1;;14;147;4;0;0;104;;23239;1;1
233;6X8I;F8EM;118;3;28;25;62;3;0;0;215;;36827;1;1
234;6X8I;F8EM;57;2;;5;33;3;0;0;8;;26852;2;0
235;FJEG;F8EM;60;2;34;3;378;1;0;0;9;;25670;3;3
236;6X8I;F8EM;358;1;25;14;203;2;0;0;77;0;46532;0;0
237;6X8I;F8EM;281;1;;;2075;1;0;0;;0;22041;0;1
238;6X8I;F8EM;434;1;;24;;2;0;0;124;2;23982;0;0
239;6X8I;F8EM;119;3;35;5;56;3;0;0;35;0;21698;1;1
240;6X8I;F8EM;42;2;27;5;27;2;0;0;6;1;11944;0;0
241;6X8I;F8EM;55;2;28;16;29;6;0;0;10;2;41841;1;0
242;6X8I;F8EM;57;2;;6;29;5;0;0;10;;9226;1;0
243;O5K1;F8EM;362;1;25;4;20;1;0;0;9;1;;;
244;6X8I;F8EM;571;2;;9;295;4;0;0;9;0;9774;1;0
245;6X8I;F8EM;464;1;25;16;18;5;0;0;115;1;9968;0;0
246;6X8I;F8EM;525;2;26;14;295;11;0;0;75;2;13787;0;0
247;LV8Y;F8EM;31;1;;3;;1;0;0;;;;;
248;6X8I;F8EM;31;1;3;17;10;6;0;0;;0;39771;1;0
